"","Country","Hotels","Date"
"81","Sweden","7024",2017-04-18
"82","Gambia","102",2017-04-18
"83","Tunisia","659",2017-04-18
"84","Poland","23243",2017-04-18
"85","Tonga","57",2017-04-18
"86","Peru","4694",2017-04-18
"87","Ecuador","2328",2017-04-18
"88","United Arab Emirates (U.A. Emirates) hotels","1654",2017-04-18
"89","Saudi Arabia","2444",2017-04-18
"90","Jordan","555",2017-04-18
"91","Cyprus","3738",2017-04-18
"92","Switzerland","11030",2017-04-18
"93","Dominica","114",2017-04-18
"94","Chile","9109",2017-04-18
"95","Hungary","11339",2017-04-18
"96","Morocco","4914",2017-04-18
"97","Faroe Islands","34",2017-04-18
"98","Egypt","1516",2017-04-18
"99","China","48009",2017-04-18
"100","New Caledonia","45",2017-04-18
"101","Ethiopia","430",2017-04-18
"102","Armenia","1350",2017-04-18
"103","Ukraine","6710",2017-04-18
"104","Nicaragua","782",2017-04-18
"105","Netherlands","10881",2017-04-18
"106","Romania","9047",2017-04-18
"107","Cook Islands","173",2017-04-18
"108","Azerbaijan","686",2017-04-18
"109","Guinea","22",2017-04-18
"110","Cape Verde","426",2017-04-18
"111","Montenegro","5286",2017-04-18
"112","Vanuatu","158",2017-04-18
"113","Taiwan","5352",2017-04-18
"114","Latvia","2209",2017-04-18
"115","French Polynesia (Fr Polynesia) hotels","268",2017-04-18
"116","Bhutan","57",2017-04-18
"117","Myanmar","1133",2017-04-18
"118","Mozambique","204",2017-04-18
"119","Micronesia","5",2017-04-18
"120","Kenya","1947",2017-04-18
"121","Cambodia","2461",2017-04-18
"122","Brunei (Brunei D.) hotels","31",2017-04-18
"123","Bolivia","578",2017-04-18
"124","Slovenia","3370",2017-04-18
"125","Rwanda","245",2017-04-18
"126","El Salvador","234",2017-04-18
"127","Bulgaria","8432",2017-04-18
"128","Angola","93",2017-04-18
"129","Andorra","487",2017-04-18
"130","Pakistan","274",2017-04-18
"131","Indonesia","12833",2017-04-18
"132","Equatorial Guinea (Eq. Guinea) hotels","8",2017-04-18
"133","Kosovo","134",2017-04-18
"134","Czech Republic (Czech Rep.) hotels","11205",2017-04-18
"135","Ivory Coast","297",2017-04-18
"136","Cameroon","213",2017-04-18
"137","Belarus","2638",2017-04-18
"138","Moldova","384",2017-04-18
"139","Lithuania","2984",2017-04-18
"140","Lebanon","390",2017-04-18
"141","Guatemala","698",2017-04-18
"142","French Guiana","31",2017-04-18
"143","Albania","1796",2017-04-18
"144","Uzbekistan","231",2017-04-18
"145","Russia (Russian Fed.) hotels","39064",2017-04-18
"146","Northern Mariana Islands (N Mariana Is) hotels","47",2017-04-18
"147","Niue","7",2017-04-18
"148","Madagascar","323",2017-04-18
"149","Libya","4",2017-04-18
"150","Laos","955",2017-04-18
"151","Kyrgyzstan","522",2017-04-18
"152","Estonia","2580",2017-04-18
"153","Djibouti","14",2017-04-18
"154","Burundi","28",2017-04-18
"155","Bosnia and Herzegovina (Bosnia Herz) hotels","2586",2017-04-18
"156","Serbia","3550",2017-04-18
"157","Venezuela","37",2017-04-18
"158","Tajikistan","81",2017-04-18
"159","Swaziland","37",2017-04-18
"160","Suriname","108",2017-04-18
"161","San Marino","32",2017-04-18
"162","Paraguay","227",2017-04-18
"163","Papua New Guinea (Pap New Guinea) hotels","44",2017-04-18
"164","Mongolia","160",2017-04-18
"165","Mayotte","9",2017-04-18
"166","Kazakhstan","1551",2017-04-18
"167","Honduras","499",2017-04-18
"168","Georgia","6363",2017-04-18
"169","East Timor","32",2017-04-18
"170","Chad","10",2017-04-18
"171","Benin","118",2017-04-18
"172","Algeria","69",2017-04-18
"173","Crimea","4827",2017-04-18
"174","Togo","115",2017-04-18
"175","Nepal","820",2017-04-18
"176","Botswana","216",2017-04-18
"177","British Virgin Islands (Br Virgin Is) hotels","48",2017-04-18
"178","Uruguay","1932",2017-04-18
"179","Uganda","684",2017-04-18
"180","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-04-18
"181","Palau","31",2017-04-18
"182","Namibia","449",2017-04-18
"183","Lesotho","36",2017-04-18
"184","Guinea-Bissau","4",2017-04-18
"185","Grenada","61",2017-04-18
"186","Gabon","44",2017-04-18
"187","Burkina Faso","44",2017-04-18
