"","Country","Hotels","Date"
"125","Rwanda","244",2017-04-20
"126","El Salvador","234",2017-04-20
"127","Bulgaria","8451",2017-04-20
"128","Angola","93",2017-04-20
"129","Andorra","488",2017-04-20
"130","Pakistan","274",2017-04-20
"131","Indonesia","12896",2017-04-20
"132","Equatorial Guinea (Eq. Guinea) hotels","8",2017-04-20
"133","Kosovo","135",2017-04-20
"134","Czech Republic (Czech Rep.) hotels","11203",2017-04-20
"135","Ivory Coast","294",2017-04-20
"136","Cameroon","212",2017-04-20
"137","Belarus","2648",2017-04-20
"138","Moldova","387",2017-04-20
"139","Lithuania","2989",2017-04-20
"140","Lebanon","391",2017-04-20
"141","Guatemala","701",2017-04-20
"142","French Guiana","32",2017-04-20
"143","Albania","1806",2017-04-20
"144","Uzbekistan","231",2017-04-20
"145","Russia (Russian Fed.) hotels","39387",2017-04-20
"146","Northern Mariana Islands (N Mariana Is) hotels","47",2017-04-20
"147","Niue","7",2017-04-20
"148","Madagascar","325",2017-04-20
"149","Libya","4",2017-04-20
"150","Laos","960",2017-04-20
"151","Kyrgyzstan","525",2017-04-20
"152","Estonia","2589",2017-04-20
"153","Djibouti","14",2017-04-20
"154","Burundi","30",2017-04-20
"155","Bosnia and Herzegovina (Bosnia Herz) hotels","2609",2017-04-20
"156","Serbia","3567",2017-04-20
"157","Venezuela","37",2017-04-20
"158","Tajikistan","82",2017-04-20
"159","Swaziland","37",2017-04-20
"160","Suriname","108",2017-04-20
"161","San Marino","32",2017-04-20
"162","Paraguay","230",2017-04-20
"163","Papua New Guinea (Pap New Guinea) hotels","44",2017-04-20
"164","Mongolia","162",2017-04-20
"165","Mayotte","9",2017-04-20
"166","Kazakhstan","1575",2017-04-20
"167","Honduras","500",2017-04-20
"168","Georgia","6424",2017-04-20
"169","East Timor","32",2017-04-20
"170","Chad","10",2017-04-20
"171","Benin","117",2017-04-20
"172","Algeria","73",2017-04-20
"173","Crimea","4854",2017-04-20
"174","Togo","113",2017-04-20
"175","Nepal","822",2017-04-20
"176","Botswana","217",2017-04-20
"177","British Virgin Islands (Br Virgin Is) hotels","47",2017-04-20
"178","Uruguay","1933",2017-04-20
"179","Uganda","686",2017-04-20
"180","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-04-20
"181","Palau","33",2017-04-20
"182","Namibia","451",2017-04-20
"183","Lesotho","36",2017-04-20
"184","Guinea-Bissau","4",2017-04-20
"185","Grenada","62",2017-04-20
"186","Gabon","41",2017-04-20
"187","Burkina Faso","44",2017-04-20
