"","Country","Hotels","Date"
"77","Portugal","20309",2017-04-10
"78","Iraq","93",2017-04-10
"79","Gambia","101",2017-04-10
"80","Chile","8978",2017-04-10
"81","Ecuador","2320",2017-04-10
"82","Argentina","11420",2017-04-10
"83","Tunisia","647",2017-04-10
"84","Ethiopia","421",2017-04-10
"85","Kuwait","129",2017-04-10
"86","Anguilla","79",2017-04-10
"87","New Caledonia","46",2017-04-10
"88","Egypt","1500",2017-04-10
"89","Azerbaijan","655",2017-04-10
"90","Peru","4653",2017-04-10
"91","Jordan","545",2017-04-10
"92","United Arab Emirates (U.A. Emirates) hotels","1653",2017-04-10
"93","Faroe Islands","34",2017-04-10
"94","Armenia","1323",2017-04-10
"95","Sri Lanka","8399",2017-04-10
"96","Spain","65932",2017-04-10
"97","Slovenia","3338",2017-04-10
"98","Vanuatu","157",2017-04-10
"99","Senegal","446",2017-04-10
"100","Nicaragua","780",2017-04-10
"101","Taiwan","5282",2017-04-10
"102","Hungary","11265",2017-04-10
"103","El Salvador","234",2017-04-10
"104","Saudi Arabia","2387",2017-04-10
"105","Morocco","4879",2017-04-10
"106","Cyprus","3706",2017-04-10
"107","Mozambique","203",2017-04-10
"108","Cook Islands","172",2017-04-10
"109","Cape Verde","423",2017-04-10
"110","Montenegro","5207",2017-04-10
"111","Kenya","1929",2017-04-10
"112","China","47576",2017-04-10
"113","Russia (Russian Fed.) hotels","38302",2017-04-10
"114","Poland","22946",2017-04-10
"115","Netherlands","10845",2017-04-10
"116","Lithuania","2953",2017-04-10
"117","Brunei (Brunei D.) hotels","31",2017-04-10
"118","Bolivia","572",2017-04-10
"119","Ukraine","6579",2017-04-10
"120","Romania","8941",2017-04-10
"121","Niue","7",2017-04-10
"122","Micronesia","5",2017-04-10
"123","Guinea","21",2017-04-10
"124","Rwanda","236",2017-04-10
"125","Madagascar","322",2017-04-10
"126","Indonesia","12720",2017-04-10
"127","Guatemala","693",2017-04-10
"128","French Polynesia (Fr Polynesia) hotels","269",2017-04-10
"129","Czech Republic (Czech Rep.) hotels","11160",2017-04-10
"130","Ivory Coast","284",2017-04-10
"131","Bhutan","57",2017-04-10
"132","Albania","1772",2017-04-10
"133","Pakistan","272",2017-04-10
"134","Northern Mariana Islands (N Mariana Is) hotels","46",2017-04-10
"135","Moldova","383",2017-04-10
"136","Latvia","2192",2017-04-10
"137","Bulgaria","8362",2017-04-10
"138","Benin","116",2017-04-10
"139","Angola","93",2017-04-10
"140","Kosovo","131",2017-04-10
"141","Laos","951",2017-04-10
"142","French Guiana","31",2017-04-10
"143","Uruguay","1917",2017-04-10
"144","Suriname","106",2017-04-10
"145","Slovakia","4049",2017-04-10
"146","San Marino","32",2017-04-10
"147","Kyrgyzstan","518",2017-04-10
"148","Gabon","41",2017-04-10
"149","Estonia","2557",2017-04-10
"150","Djibouti","14",2017-04-10
"151","Chad","10",2017-04-10
"152","Cambodia","2458",2017-04-10
"153","Bosnia and Herzegovina (Bosnia Herz) hotels","2524",2017-04-10
"154","Belarus","2605",2017-04-10
"155","Andorra","484",2017-04-10
"156","Crimea","4740",2017-04-10
"157","Tajikistan","81",2017-04-10
"158","Swaziland","37",2017-04-10
"159","Papua New Guinea (Pap New Guinea) hotels","44",2017-04-10
"160","Myanmar","1130",2017-04-10
"161","Mongolia","159",2017-04-10
"162","Mauritania","52",2017-04-10
"163","Equatorial Guinea (Eq. Guinea) hotels","8",2017-04-10
"164","Cameroon","212",2017-04-10
"165","Algeria","67",2017-04-10
"166","Venezuela","37",2017-04-10
"167","Uganda","677",2017-04-10
"168","Togo","115",2017-04-10
"169","Nepal","815",2017-04-10
"170","Mayotte","9",2017-04-10
"171","Libya","4",2017-04-10
"172","Lebanon","390",2017-04-10
"173","Honduras","498",2017-04-10
"174","East Timor","32",2017-04-10
"175","Botswana","213",2017-04-10
"176","Serbia","3511",2017-04-10
"177","Uzbekistan","227",2017-04-10
"178","Paraguay","224",2017-04-10
"179","Palau","32",2017-04-10
"180","Malawi","88",2017-04-10
"181","Kazakhstan","1525",2017-04-10
"182","Grenada","58",2017-04-10
"183","Gibraltar","16",2017-04-10
"184","Burundi","28",2017-04-10
"185","Burkina Faso","44",2017-04-10
