"","Country","Hotels","Date"
"56","Thailand","18682",2017-04-01
"57","Seychelles","457",2017-04-01
"58","St. Maarten","194",2017-04-01
"59","Mauritius","1054",2017-04-01
"60","Luxembourg","321",2017-04-01
"61","France","72447",2017-04-01
"62","Dominica","112",2017-04-01
"63","Oman","314",2017-04-01
"64","Malaysia","6181",2017-04-01
"65","Liechtenstein","37",2017-04-01
"66","Colombia","7545",2017-04-01
"67","Tanzania","1411",2017-04-01
"68","Peru","4626",2017-04-01
"69","Bahrain","158",2017-04-01
"70","Croatia","68083",2017-04-01
"71","Sweden","6992",2017-04-01
"72","Iraq","92",2017-04-01
"73","Argentina","11360",2017-04-01
"74","Solomon Islands (Solomon Is) hotels","22",2017-04-01
"75","Norway","4314",2017-04-01
"76","Gambia","101",2017-04-01
"77","Portugal","20066",2017-04-01
"78","Switzerland","11054",2017-04-01
"79","United Arab Emirates (U.A. Emirates) hotels","1634",2017-04-01
"80","Qatar","127",2017-04-01
"81","Chile","8887",2017-04-01
"82","Slovenia","3326",2017-04-01
"83","Spain","65282",2017-04-01
"84","New Caledonia","45",2017-04-01
"85","Tunisia","639",2017-04-01
"86","Tonga","60",2017-04-01
"87","Taiwan","5245",2017-04-01
"88","Jordan","540",2017-04-01
"89","Ethiopia","415",2017-04-01
"90","Egypt","1487",2017-04-01
"91","Ecuador","2315",2017-04-01
"92","Azerbaijan","646",2017-04-01
"93","Nicaragua","768",2017-04-01
"94","Faroe Islands","33",2017-04-01
"95","Cyprus","3669",2017-04-01
"96","Armenia","1316",2017-04-01
"97","Anguilla","70",2017-04-01
"98","Vietnam","7656",2017-04-01
"99","Vanuatu","156",2017-04-01
"100","Hungary","11235",2017-04-01
"101","El Salvador","234",2017-04-01
"102","Sri Lanka","8240",2017-04-01
"103","Senegal","444",2017-04-01
"104","Poland","22793",2017-04-01
"105","Guatemala","687",2017-04-01
"106","Montenegro","5182",2017-04-01
"107","Morocco","4876",2017-04-01
"108","Ukraine","6561",2017-04-01
"109","Mozambique","202",2017-04-01
"110","China","47428",2017-04-01
"111","Bolivia","567",2017-04-01
"112","Saudi Arabia","2353",2017-04-01
"113","Rwanda","226",2017-04-01
"114","Niue","7",2017-04-01
"115","Lithuania","2945",2017-04-01
"116","Kuwait","130",2017-04-01
"117","Kenya","1910",2017-04-01
"118","Cook Islands","170",2017-04-01
"119","Brunei (Brunei D.) hotels","31",2017-04-01
"120","Netherlands","10807",2017-04-01
"121","Guinea","21",2017-04-01
"122","Czech Republic (Czech Rep.) hotels","11173",2017-04-01
"123","Albania","1767",2017-04-01
"124","Russia (Russian Fed.) hotels","37986",2017-04-01
"125","Romania","8870",2017-04-01
"126","Micronesia","6",2017-04-01
"127","Cape Verde","422",2017-04-01
"128","Andorra","481",2017-04-01
"129","Madagascar","320",2017-04-01
"130","Latvia","2179",2017-04-01
"131","French Polynesia (Fr Polynesia) hotels","268",2017-04-01
"132","Suriname","106",2017-04-01
"133","Moldova","389",2017-04-01
"134","Indonesia","12626",2017-04-01
"135","Ivory Coast","286",2017-04-01
"136","Benin","116",2017-04-01
"137","Angola","93",2017-04-01
"138","Uruguay","1913",2017-04-01
"139","Northern Mariana Islands (N Mariana Is) hotels","45",2017-04-01
"140","Estonia","2555",2017-04-01
"141","Bulgaria","8337",2017-04-01
"142","Belarus","2596",2017-04-01
"143","Slovakia","4028",2017-04-01
"144","San Marino","32",2017-04-01
"145","Laos","950",2017-04-01
"146","French Guiana","31",2017-04-01
"147","Cameroon","211",2017-04-01
"148","Cambodia","2449",2017-04-01
"149","Bosnia and Herzegovina (Bosnia Herz) hotels","2517",2017-04-01
"150","Bhutan","57",2017-04-01
"151","Kosovo","131",2017-04-01
"152","Tajikistan","82",2017-04-01
"153","Swaziland","36",2017-04-01
"154","Papua New Guinea (Pap New Guinea) hotels","44",2017-04-01
"155","Mongolia","158",2017-04-01
"156","Mayotte","9",2017-04-01
"157","Mauritania","52",2017-04-01
"158","Kyrgyzstan","518",2017-04-01
"159","Honduras","497",2017-04-01
"160","Gabon","40",2017-04-01
"161","Djibouti","14",2017-04-01
"162","Chad","10",2017-04-01
"163","Botswana","210",2017-04-01
"164","Algeria","64",2017-04-01
"165","Crimea","4730",2017-04-01
"166","Uganda","664",2017-04-01
"167","Togo","114",2017-04-01
"168","Reunion","353",2017-04-01
"169","Pakistan","272",2017-04-01
"170","Malawi","87",2017-04-01
"171","Equatorial Guinea (Eq. Guinea) hotels","8",2017-04-01
"172","East Timor","32",2017-04-01
"173","Serbia","3521",2017-04-01
"174","Venezuela","37",2017-04-01
"175","Uzbekistan","227",2017-04-01
"176","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-04-01
"177","Paraguay","217",2017-04-01
"178","Namibia","444",2017-04-01
"179","Myanmar","1128",2017-04-01
"180","Libya","4",2017-04-01
"181","Lebanon","388",2017-04-01
"182","Kazakhstan","1529",2017-04-01
"183","Grenada","59",2017-04-01
"184","Gibraltar","16",2017-04-01
"185","Burkina Faso","43",2017-04-01
