"","Country","Hotels","Date"
"113","Rwanda","226",2017-03-29
"114","Niue","7",2017-03-29
"115","Lithuania","2934",2017-03-29
"116","Kuwait","130",2017-03-29
"117","Kenya","1900",2017-03-29
"118","Cook Islands","169",2017-03-29
"119","Brunei (Brunei D.) hotels","31",2017-03-29
"120","Netherlands","10811",2017-03-29
"121","Guinea","19",2017-03-29
"122","Czech Republic (Czech Rep.) hotels","11249",2017-03-29
"123","Albania","1763",2017-03-29
"124","Russia (Russian Fed.) hotels","37723",2017-03-29
"125","Romania","8847",2017-03-29
"126","Micronesia","5",2017-03-29
"127","Cape Verde","423",2017-03-29
"128","Andorra","481",2017-03-29
"129","Madagascar","319",2017-03-29
"130","Latvia","2169",2017-03-29
"131","French Polynesia (Fr Polynesia) hotels","266",2017-03-29
"132","Suriname","105",2017-03-29
"133","Moldova","389",2017-03-29
"134","Indonesia","12624",2017-03-29
"135","Ivory Coast","283",2017-03-29
"136","Benin","115",2017-03-29
"137","Angola","93",2017-03-29
"138","Uruguay","1903",2017-03-29
"139","Northern Mariana Islands (N Mariana Is) hotels","45",2017-03-29
"140","Estonia","2547",2017-03-29
"141","Bulgaria","8326",2017-03-29
"142","Belarus","2594",2017-03-29
"143","Slovakia","4030",2017-03-29
"144","San Marino","32",2017-03-29
"145","Laos","952",2017-03-29
"146","French Guiana","31",2017-03-29
"147","Cameroon","211",2017-03-29
"148","Cambodia","2438",2017-03-29
"149","Bosnia and Herzegovina (Bosnia Herz) hotels","2501",2017-03-29
"150","Bhutan","57",2017-03-29
"151","Kosovo","130",2017-03-29
"152","Tajikistan","82",2017-03-29
"153","Swaziland","35",2017-03-29
"154","Papua New Guinea (Pap New Guinea) hotels","44",2017-03-29
"155","Mongolia","159",2017-03-29
"156","Mayotte","9",2017-03-29
"157","Mauritania","52",2017-03-29
"158","Kyrgyzstan","515",2017-03-29
"159","Honduras","497",2017-03-29
"160","Gabon","40",2017-03-29
"161","Djibouti","14",2017-03-29
"162","Chad","10",2017-03-29
"163","Botswana","195",2017-03-29
"164","Algeria","63",2017-03-29
"165","Crimea","4708",2017-03-29
"166","Uganda","654",2017-03-29
"167","Togo","114",2017-03-29
"168","Reunion","353",2017-03-29
"169","Pakistan","272",2017-03-29
"170","Malawi","82",2017-03-29
"171","Equatorial Guinea (Eq. Guinea) hotels","8",2017-03-29
"172","East Timor","32",2017-03-29
"173","Serbia","3515",2017-03-29
"174","Venezuela","37",2017-03-29
"175","Uzbekistan","226",2017-03-29
"176","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-03-29
"177","Paraguay","217",2017-03-29
"178","Namibia","440",2017-03-29
"179","Myanmar","1123",2017-03-29
"180","Libya","4",2017-03-29
"181","Lebanon","390",2017-03-29
"182","Kazakhstan","1516",2017-03-29
"183","Grenada","59",2017-03-29
"184","Gibraltar","16",2017-03-29
"185","Burkina Faso","42",2017-03-29
