"","Country","Hotels","Date"
"52","Japan","11904",2017-03-28
"53","Ghana","766",2017-03-28
"54","Samoa","67",2017-03-28
"55","Austria","24298",2017-03-28
"56","Thailand","18628",2017-03-28
"57","Seychelles","456",2017-03-28
"58","St. Maarten","194",2017-03-28
"59","Mauritius","1049",2017-03-28
"60","Luxembourg","320",2017-03-28
"61","France","73451",2017-03-28
"62","Dominica","111",2017-03-28
"63","Oman","313",2017-03-28
"64","Malaysia","6161",2017-03-28
"65","Liechtenstein","37",2017-03-28
"66","Colombia","7478",2017-03-28
"67","Tanzania","1389",2017-03-28
"68","Peru","4655",2017-03-28
"69","Bahrain","158",2017-03-28
"70","Croatia","68026",2017-03-28
"71","Sweden","6980",2017-03-28
"72","Iraq","92",2017-03-28
"73","Argentina","11320",2017-03-28
"74","Solomon Islands (Solomon Is) hotels","22",2017-03-28
"75","Norway","4293",2017-03-28
"76","Gambia","99",2017-03-28
"77","Portugal","20003",2017-03-28
"78","Switzerland","11058",2017-03-28
"79","United Arab Emirates (U.A. Emirates) hotels","1626",2017-03-28
"80","Qatar","126",2017-03-28
"81","Chile","8786",2017-03-28
"82","Slovenia","3314",2017-03-28
"83","Spain","64855",2017-03-28
"84","New Caledonia","43",2017-03-28
"85","Tunisia","639",2017-03-28
"86","Tonga","60",2017-03-28
"87","Taiwan","5217",2017-03-28
"88","Jordan","534",2017-03-28
"89","Ethiopia","404",2017-03-28
"90","Egypt","1483",2017-03-28
"91","Ecuador","2308",2017-03-28
"92","Azerbaijan","639",2017-03-28
"93","Nicaragua","762",2017-03-28
"94","Faroe Islands","33",2017-03-28
"95","Cyprus","3644",2017-03-28
"96","Armenia","1308",2017-03-28
"97","Anguilla","69",2017-03-28
"98","Vietnam","7667",2017-03-28
"99","Vanuatu","156",2017-03-28
"100","Hungary","11175",2017-03-28
"101","El Salvador","231",2017-03-28
"102","Sri Lanka","8157",2017-03-28
"103","Senegal","437",2017-03-28
"104","Poland","22698",2017-03-28
"105","Guatemala","687",2017-03-28
"106","Montenegro","5139",2017-03-28
"107","Morocco","4861",2017-03-28
"108","Ukraine","6519",2017-03-28
"109","Mozambique","200",2017-03-28
"110","China","47629",2017-03-28
"111","Bolivia","571",2017-03-28
"112","Saudi Arabia","2322",2017-03-28
"113","Rwanda","225",2017-03-28
"114","Niue","7",2017-03-28
"115","Lithuania","2935",2017-03-28
"116","Kuwait","130",2017-03-28
"117","Kenya","1890",2017-03-28
"118","Cook Islands","169",2017-03-28
"119","Brunei (Brunei D.) hotels","31",2017-03-28
"120","Netherlands","10825",2017-03-28
"121","Guinea","19",2017-03-28
"122","Czech Republic (Czech Rep.) hotels","11254",2017-03-28
"123","Albania","1757",2017-03-28
"124","Russia (Russian Fed.) hotels","37663",2017-03-28
"125","Romania","8842",2017-03-28
"126","Micronesia","5",2017-03-28
"127","Cape Verde","423",2017-03-28
"128","Andorra","481",2017-03-28
"129","Madagascar","318",2017-03-28
"130","Latvia","2161",2017-03-28
"131","French Polynesia (Fr Polynesia) hotels","265",2017-03-28
"132","Suriname","105",2017-03-28
"133","Moldova","387",2017-03-28
"134","Indonesia","12614",2017-03-28
"135","Ivory Coast","277",2017-03-28
"136","Benin","115",2017-03-28
"137","Angola","93",2017-03-28
"138","Uruguay","1901",2017-03-28
"139","Northern Mariana Islands (N Mariana Is) hotels","45",2017-03-28
"140","Estonia","2546",2017-03-28
"141","Bulgaria","8317",2017-03-28
"142","Belarus","2592",2017-03-28
"143","Slovakia","4028",2017-03-28
"144","San Marino","32",2017-03-28
"145","Laos","949",2017-03-28
"146","French Guiana","31",2017-03-28
"147","Cameroon","207",2017-03-28
"148","Cambodia","2441",2017-03-28
"149","Bosnia and Herzegovina (Bosnia Herz) hotels","2498",2017-03-28
"150","Bhutan","57",2017-03-28
"151","Kosovo","130",2017-03-28
"152","Tajikistan","81",2017-03-28
"153","Swaziland","35",2017-03-28
"154","Papua New Guinea (Pap New Guinea) hotels","44",2017-03-28
"155","Mongolia","159",2017-03-28
"156","Mayotte","9",2017-03-28
"157","Mauritania","52",2017-03-28
"158","Kyrgyzstan","512",2017-03-28
"159","Honduras","495",2017-03-28
"160","Gabon","40",2017-03-28
"161","Djibouti","14",2017-03-28
"162","Chad","10",2017-03-28
"163","Botswana","189",2017-03-28
"164","Algeria","62",2017-03-28
"165","Crimea","4700",2017-03-28
"166","Uganda","654",2017-03-28
"167","Togo","114",2017-03-28
"168","Reunion","351",2017-03-28
"169","Pakistan","269",2017-03-28
"170","Malawi","81",2017-03-28
"171","Equatorial Guinea (Eq. Guinea) hotels","8",2017-03-28
"172","East Timor","32",2017-03-28
"173","Serbia","3510",2017-03-28
"174","Venezuela","36",2017-03-28
"175","Uzbekistan","226",2017-03-28
"176","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-03-28
"177","Paraguay","217",2017-03-28
"178","Namibia","440",2017-03-28
"179","Myanmar","1124",2017-03-28
"180","Libya","4",2017-03-28
"181","Lebanon","389",2017-03-28
"182","Kazakhstan","1513",2017-03-28
"183","Grenada","60",2017-03-28
"184","Gibraltar","16",2017-03-28
"185","Burkina Faso","42",2017-03-28
