"","Country","Hotels","Date"
"130","Latvia","2173",2017-03-31
"131","French Polynesia (Fr Polynesia) hotels","268",2017-03-31
"132","Suriname","107",2017-03-31
"133","Moldova","390",2017-03-31
"134","Indonesia","12623",2017-03-31
"135","Ivory Coast","284",2017-03-31
"136","Benin","115",2017-03-31
"137","Angola","93",2017-03-31
"138","Uruguay","1913",2017-03-31
"139","Northern Mariana Islands (N Mariana Is) hotels","45",2017-03-31
"140","Estonia","2556",2017-03-31
"141","Bulgaria","8339",2017-03-31
"142","Belarus","2595",2017-03-31
"143","Slovakia","4027",2017-03-31
"144","San Marino","32",2017-03-31
"145","Laos","950",2017-03-31
"146","French Guiana","31",2017-03-31
"147","Cameroon","211",2017-03-31
"148","Cambodia","2441",2017-03-31
"149","Bosnia and Herzegovina (Bosnia Herz) hotels","2513",2017-03-31
"150","Bhutan","57",2017-03-31
"151","Kosovo","130",2017-03-31
"152","Tajikistan","82",2017-03-31
"153","Swaziland","36",2017-03-31
"154","Papua New Guinea (Pap New Guinea) hotels","44",2017-03-31
"155","Mongolia","157",2017-03-31
"156","Mayotte","9",2017-03-31
"157","Mauritania","52",2017-03-31
"158","Kyrgyzstan","517",2017-03-31
"159","Honduras","497",2017-03-31
"160","Gabon","40",2017-03-31
"161","Djibouti","14",2017-03-31
"162","Chad","10",2017-03-31
"163","Botswana","208",2017-03-31
"164","Algeria","64",2017-03-31
"165","Crimea","4723",2017-03-31
"166","Uganda","659",2017-03-31
"167","Togo","114",2017-03-31
"168","Reunion","354",2017-03-31
"169","Pakistan","272",2017-03-31
"170","Malawi","86",2017-03-31
"171","Equatorial Guinea (Eq. Guinea) hotels","8",2017-03-31
"172","East Timor","32",2017-03-31
"173","Serbia","3519",2017-03-31
"174","Venezuela","37",2017-03-31
"175","Uzbekistan","227",2017-03-31
"176","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-03-31
"177","Paraguay","218",2017-03-31
"178","Namibia","441",2017-03-31
"179","Myanmar","1125",2017-03-31
"180","Libya","4",2017-03-31
"181","Lebanon","389",2017-03-31
"182","Kazakhstan","1533",2017-03-31
"183","Grenada","59",2017-03-31
"184","Gibraltar","16",2017-03-31
"185","Burkina Faso","42",2017-03-31
