"","Country","Hotels","Date"
"106","Vanuatu","158",2017-04-13
"107","Slovenia","3358",2017-04-13
"108","El Salvador","234",2017-04-13
"109","China","47827",2017-04-13
"110","Azerbaijan","666",2017-04-13
"111","Ukraine","6643",2017-04-13
"112","Taiwan","5310",2017-04-13
"113","Romania","8984",2017-04-13
"114","Kenya","1939",2017-04-13
"115","Brunei (Brunei D.) hotels","31",2017-04-13
"116","Bhutan","57",2017-04-13
"117","Rwanda","243",2017-04-13
"118","Mozambique","204",2017-04-13
"119","Lithuania","2970",2017-04-13
"120","Guinea","22",2017-04-13
"121","Cape Verde","422",2017-04-13
"122","Bolivia","576",2017-04-13
"123","Moldova","385",2017-04-13
"124","Micronesia","5",2017-04-13
"125","French Polynesia (Fr Polynesia) hotels","269",2017-04-13
"126","Czech Republic (Czech Rep.) hotels","11174",2017-04-13
"127","Bulgaria","8395",2017-04-13
"128","Russia (Russian Fed.) hotels","38700",2017-04-13
"129","Latvia","2199",2017-04-13
"130","Indonesia","12788",2017-04-13
"131","Andorra","485",2017-04-13
"132","Equatorial Guinea (Eq. Guinea) hotels","8",2017-04-13
"133","Ivory Coast","291",2017-04-13
"134","Angola","93",2017-04-13
"135","Kosovo","132",2017-04-13
"136","Pakistan","273",2017-04-13
"137","Niue","7",2017-04-13
"138","Myanmar","1133",2017-04-13
"139","Guatemala","697",2017-04-13
"140","Belarus","2622",2017-04-13
"141","Northern Mariana Islands (N Mariana Is) hotels","46",2017-04-13
"142","Lebanon","390",2017-04-13
"143","Laos","953",2017-04-13
"144","Kyrgyzstan","519",2017-04-13
"145","French Guiana","31",2017-04-13
"146","Cameroon","213",2017-04-13
"147","Albania","1782",2017-04-13
"148","Suriname","108",2017-04-13
"149","Madagascar","320",2017-04-13
"150","Estonia","2577",2017-04-13
"151","Djibouti","14",2017-04-13
"152","Cambodia","2461",2017-04-13
"153","Bosnia and Herzegovina (Bosnia Herz) hotels","2547",2017-04-13
"154","Benin","118",2017-04-13
"155","Algeria","67",2017-04-13
"156","Venezuela","37",2017-04-13
"157","Uruguay","1929",2017-04-13
"158","Tajikistan","81",2017-04-13
"159","Swaziland","37",2017-04-13
"160","Mongolia","160",2017-04-13
"161","Mayotte","9",2017-04-13
"162","Libya","4",2017-04-13
"163","Georgia","6310",2017-04-13
"164","Gabon","42",2017-04-13
"165","East Timor","32",2017-04-13
"166","Botswana","216",2017-04-13
"167","Serbia","3530",2017-04-13
"168","Uzbekistan","229",2017-04-13
"169","Uganda","682",2017-04-13
"170","Togo","115",2017-04-13
"171","Slovakia","4055",2017-04-13
"172","Paraguay","226",2017-04-13
"173","Nepal","816",2017-04-13
"174","Kazakhstan","1537",2017-04-13
"175","Chad","10",2017-04-13
"176","Crimea","4783",2017-04-13
"177","San Marino","32",2017-04-13
"178","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-04-13
"179","Papua New Guinea (Pap New Guinea) hotels","44",2017-04-13
"180","Palau","32",2017-04-13
"181","Namibia","448",2017-04-13
"182","Mauritania","52",2017-04-13
"183","Honduras","499",2017-04-13
"184","Guinea-Bissau","4",2017-04-13
"185","Grenada","60",2017-04-13
"186","Burundi","28",2017-04-13
"187","Burkina Faso","44",2017-04-13
