"","Country","Hotels","Date"
"111","Bolivia","571",2017-03-30
"112","Saudi Arabia","2342",2017-03-30
"113","Rwanda","226",2017-03-30
"114","Niue","7",2017-03-30
"115","Lithuania","2937",2017-03-30
"116","Kuwait","130",2017-03-30
"117","Kenya","1904",2017-03-30
"118","Cook Islands","170",2017-03-30
"119","Brunei (Brunei D.) hotels","31",2017-03-30
"120","Netherlands","10832",2017-03-30
"121","Guinea","20",2017-03-30
"122","Czech Republic (Czech Rep.) hotels","11261",2017-03-30
"123","Albania","1765",2017-03-30
"124","Russia (Russian Fed.) hotels","37859",2017-03-30
"125","Romania","8856",2017-03-30
"126","Micronesia","5",2017-03-30
"127","Cape Verde","423",2017-03-30
"128","Andorra","481",2017-03-30
"129","Madagascar","319",2017-03-30
"130","Latvia","2171",2017-03-30
"131","French Polynesia (Fr Polynesia) hotels","268",2017-03-30
"132","Suriname","106",2017-03-30
"133","Moldova","389",2017-03-30
"134","Indonesia","12639",2017-03-30
"135","Ivory Coast","283",2017-03-30
"136","Benin","115",2017-03-30
"137","Angola","93",2017-03-30
"138","Uruguay","1908",2017-03-30
"139","Northern Mariana Islands (N Mariana Is) hotels","45",2017-03-30
"140","Estonia","2552",2017-03-30
"141","Bulgaria","8348",2017-03-30
"142","Belarus","2590",2017-03-30
"143","Slovakia","4029",2017-03-30
"144","San Marino","32",2017-03-30
"145","Laos","952",2017-03-30
"146","French Guiana","31",2017-03-30
"147","Cameroon","211",2017-03-30
"148","Cambodia","2449",2017-03-30
"149","Bosnia and Herzegovina (Bosnia Herz) hotels","2512",2017-03-30
"150","Bhutan","57",2017-03-30
"151","Kosovo","131",2017-03-30
"152","Tajikistan","82",2017-03-30
"153","Swaziland","35",2017-03-30
"154","Papua New Guinea (Pap New Guinea) hotels","44",2017-03-30
"155","Mongolia","159",2017-03-30
"156","Mayotte","9",2017-03-30
"157","Mauritania","52",2017-03-30
"158","Kyrgyzstan","518",2017-03-30
"159","Honduras","497",2017-03-30
"160","Gabon","40",2017-03-30
"161","Djibouti","14",2017-03-30
"162","Chad","10",2017-03-30
"163","Botswana","201",2017-03-30
"164","Algeria","63",2017-03-30
"165","Crimea","4714",2017-03-30
"166","Uganda","656",2017-03-30
"167","Togo","114",2017-03-30
"168","Reunion","356",2017-03-30
"169","Pakistan","272",2017-03-30
"170","Malawi","84",2017-03-30
"171","Equatorial Guinea (Eq. Guinea) hotels","8",2017-03-30
"172","East Timor","32",2017-03-30
"173","Serbia","3519",2017-03-30
"174","Venezuela","37",2017-03-30
"175","Uzbekistan","226",2017-03-30
"176","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-03-30
"177","Paraguay","218",2017-03-30
"178","Namibia","441",2017-03-30
"179","Myanmar","1125",2017-03-30
"180","Libya","4",2017-03-30
"181","Lebanon","390",2017-03-30
"182","Kazakhstan","1525",2017-03-30
"183","Grenada","59",2017-03-30
"184","Gibraltar","16",2017-03-30
"185","Burkina Faso","42",2017-03-30
