"","Country","Hotels","Date"
"102","Sri Lanka","8256",2017-04-03
"103","Senegal","446",2017-04-03
"104","Poland","22812",2017-04-03
"105","Guatemala","687",2017-04-03
"106","Montenegro","5174",2017-04-03
"107","Morocco","4863",2017-04-03
"108","Ukraine","6527",2017-04-03
"109","Mozambique","203",2017-04-03
"110","China","47419",2017-04-03
"111","Bolivia","569",2017-04-03
"112","Saudi Arabia","2353",2017-04-03
"113","Rwanda","226",2017-04-03
"114","Niue","7",2017-04-03
"115","Lithuania","2940",2017-04-03
"116","Kuwait","130",2017-04-03
"117","Kenya","1920",2017-04-03
"118","Cook Islands","170",2017-04-03
"119","Brunei (Brunei D.) hotels","31",2017-04-03
"120","Netherlands","10822",2017-04-03
"121","Guinea","21",2017-04-03
"122","Czech Republic (Czech Rep.) hotels","11140",2017-04-03
"123","Albania","1762",2017-04-03
"124","Russia (Russian Fed.) hotels","37695",2017-04-03
"125","Romania","8874",2017-04-03
"126","Micronesia","6",2017-04-03
"127","Cape Verde","422",2017-04-03
"128","Andorra","482",2017-04-03
"129","Madagascar","321",2017-04-03
"130","Latvia","2180",2017-04-03
"131","French Polynesia (Fr Polynesia) hotels","268",2017-04-03
"132","Suriname","106",2017-04-03
"133","Moldova","376",2017-04-03
"134","Indonesia","12648",2017-04-03
"135","Ivory Coast","285",2017-04-03
"136","Benin","116",2017-04-03
"137","Angola","93",2017-04-03
"138","Uruguay","1914",2017-04-03
"139","Northern Mariana Islands (N Mariana Is) hotels","45",2017-04-03
"140","Estonia","2557",2017-04-03
"141","Bulgaria","8305",2017-04-03
"142","Belarus","2587",2017-04-03
"143","Slovakia","4030",2017-04-03
"144","San Marino","32",2017-04-03
"145","Laos","949",2017-04-03
"146","French Guiana","31",2017-04-03
"147","Cameroon","212",2017-04-03
"148","Cambodia","2455",2017-04-03
"149","Bosnia and Herzegovina (Bosnia Herz) hotels","2496",2017-04-03
"150","Bhutan","57",2017-04-03
"151","Kosovo","130",2017-04-03
"152","Tajikistan","81",2017-04-03
"153","Swaziland","36",2017-04-03
"154","Papua New Guinea (Pap New Guinea) hotels","44",2017-04-03
"155","Mongolia","158",2017-04-03
"156","Mayotte","9",2017-04-03
"157","Mauritania","52",2017-04-03
"158","Kyrgyzstan","512",2017-04-03
"159","Honduras","497",2017-04-03
"160","Gabon","40",2017-04-03
"161","Djibouti","14",2017-04-03
"162","Chad","10",2017-04-03
"163","Botswana","214",2017-04-03
"164","Algeria","67",2017-04-03
"165","Crimea","4690",2017-04-03
"166","Uganda","664",2017-04-03
"167","Togo","114",2017-04-03
"168","Reunion","354",2017-04-03
"169","Pakistan","272",2017-04-03
"170","Malawi","86",2017-04-03
"171","Equatorial Guinea (Eq. Guinea) hotels","8",2017-04-03
"172","East Timor","32",2017-04-03
"173","Serbia","3490",2017-04-03
"174","Venezuela","37",2017-04-03
"175","Uzbekistan","224",2017-04-03
"176","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-04-03
"177","Paraguay","219",2017-04-03
"178","Namibia","445",2017-04-03
"179","Myanmar","1129",2017-04-03
"180","Libya","4",2017-04-03
"181","Lebanon","388",2017-04-03
"182","Kazakhstan","1509",2017-04-03
"183","Grenada","59",2017-04-03
"184","Gibraltar","16",2017-04-03
"185","Burkina Faso","43",2017-04-03
