"","Country","Hotels","Date"
"79","Senegal","452",2017-04-19
"80","Finland","2705",2017-04-19
"81","Sweden","7027",2017-04-19
"82","Gambia","102",2017-04-19
"83","Tunisia","662",2017-04-19
"84","Poland","23281",2017-04-19
"85","Tonga","57",2017-04-19
"86","Peru","4710",2017-04-19
"87","Ecuador","2328",2017-04-19
"88","United Arab Emirates (U.A. Emirates) hotels","1653",2017-04-19
"89","Saudi Arabia","2449",2017-04-19
"90","Jordan","556",2017-04-19
"91","Cyprus","3740",2017-04-19
"92","Switzerland","11030",2017-04-19
"93","Dominica","114",2017-04-19
"94","Chile","9158",2017-04-19
"95","Hungary","11356",2017-04-19
"96","Morocco","4918",2017-04-19
"97","Faroe Islands","34",2017-04-19
"98","Egypt","1509",2017-04-19
"99","China","48144",2017-04-19
"100","New Caledonia","46",2017-04-19
"101","Ethiopia","433",2017-04-19
"102","Armenia","1355",2017-04-19
"103","Ukraine","6699",2017-04-19
"104","Nicaragua","783",2017-04-19
"105","Netherlands","10878",2017-04-19
"106","Romania","9072",2017-04-19
"107","Cook Islands","173",2017-04-19
"108","Azerbaijan","691",2017-04-19
"109","Guinea","22",2017-04-19
"110","Cape Verde","429",2017-04-19
"111","Montenegro","5305",2017-04-19
"112","Vanuatu","159",2017-04-19
"113","Taiwan","5377",2017-04-19
"114","Latvia","2218",2017-04-19
"115","French Polynesia (Fr Polynesia) hotels","270",2017-04-19
"116","Bhutan","57",2017-04-19
"117","Myanmar","1134",2017-04-19
"118","Mozambique","205",2017-04-19
"119","Micronesia","5",2017-04-19
"120","Kenya","1952",2017-04-19
"121","Cambodia","2460",2017-04-19
"122","Brunei (Brunei D.) hotels","31",2017-04-19
"123","Bolivia","578",2017-04-19
"124","Slovenia","3375",2017-04-19
"125","Rwanda","245",2017-04-19
"126","El Salvador","234",2017-04-19
"127","Bulgaria","8447",2017-04-19
"128","Angola","93",2017-04-19
"129","Andorra","488",2017-04-19
"130","Pakistan","274",2017-04-19
"131","Indonesia","12884",2017-04-19
"132","Equatorial Guinea (Eq. Guinea) hotels","8",2017-04-19
"133","Kosovo","134",2017-04-19
"134","Czech Republic (Czech Rep.) hotels","11202",2017-04-19
"135","Ivory Coast","297",2017-04-19
"136","Cameroon","215",2017-04-19
"137","Belarus","2644",2017-04-19
"138","Moldova","386",2017-04-19
"139","Lithuania","2991",2017-04-19
"140","Lebanon","390",2017-04-19
"141","Guatemala","701",2017-04-19
"142","French Guiana","31",2017-04-19
"143","Albania","1802",2017-04-19
"144","Uzbekistan","231",2017-04-19
"145","Russia (Russian Fed.) hotels","39272",2017-04-19
"146","Northern Mariana Islands (N Mariana Is) hotels","47",2017-04-19
"147","Niue","7",2017-04-19
"148","Madagascar","323",2017-04-19
"149","Libya","4",2017-04-19
"150","Laos","959",2017-04-19
"151","Kyrgyzstan","524",2017-04-19
"152","Estonia","2586",2017-04-19
"153","Djibouti","14",2017-04-19
"154","Burundi","29",2017-04-19
"155","Bosnia and Herzegovina (Bosnia Herz) hotels","2604",2017-04-19
"156","Serbia","3561",2017-04-19
"157","Venezuela","37",2017-04-19
"158","Tajikistan","82",2017-04-19
"159","Swaziland","37",2017-04-19
"160","Suriname","108",2017-04-19
"161","San Marino","32",2017-04-19
"162","Paraguay","228",2017-04-19
"163","Papua New Guinea (Pap New Guinea) hotels","44",2017-04-19
"164","Mongolia","162",2017-04-19
"165","Mayotte","9",2017-04-19
"166","Kazakhstan","1570",2017-04-19
"167","Honduras","500",2017-04-19
"168","Georgia","6402",2017-04-19
"169","East Timor","32",2017-04-19
"170","Chad","10",2017-04-19
"171","Benin","118",2017-04-19
"172","Algeria","70",2017-04-19
"173","Crimea","4847",2017-04-19
"174","Togo","115",2017-04-19
"175","Nepal","822",2017-04-19
"176","Botswana","217",2017-04-19
"177","British Virgin Islands (Br Virgin Is) hotels","48",2017-04-19
"178","Uruguay","1933",2017-04-19
"179","Uganda","685",2017-04-19
"180","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-04-19
"181","Palau","33",2017-04-19
"182","Namibia","450",2017-04-19
"183","Lesotho","36",2017-04-19
"184","Guinea-Bissau","4",2017-04-19
"185","Grenada","62",2017-04-19
"186","Gabon","44",2017-04-19
"187","Burkina Faso","44",2017-04-19
