"","Product_Name","Price","Brand","Date"
"1","PNY Video Graphic Cards VCQM2000-PB","395.99","Nvidia Quadro",2017-04-25
"2","PNY Video Graphics Cards VCQM4000-PB","773.38","Nvidia Quadro",2017-04-25
"3","PNY Video Card Graphics Cards VCQK620-PB","147.49","Nvidia Quadro",2017-04-25
"4","PNY PCI-Express Video Card VCNVS310DP-1GB-PB","90.38","Nvidia Quadro",2017-04-25
"5","PNY NVIDIA Quadro K2200 Graphics Cards VCQK2200-PB","409.99","Nvidia Quadro",2017-04-25
"6","HP 713380-001 NVIDIA Quadro K2000 2GB GDDR5 PCI-e graphics card","152.00","Nvidia Quadro",2017-04-25
"7","PNY NVIDIA Quadro NVS 315 1GB DDR3 DMS-59 Low Profile PCI-Express Video Card (VCNVS315DVI-PB)","88.32","Nvidia Quadro",2017-04-25
"8","NVIDIA NVS 310 by PNY 512MB DDR3 PCI Express Gen 2 x16 DisplayPort 1.2 Multi-Display Professional Graphics Board...","80.21","Nvidia Quadro",2017-04-25
"9","PNY NVIDIA Quadro NVS 510 2GB GDDR3 4-Mini DisplayPort Low Profile PCI-Express Video Card VCNVS510DVI-PB","359.82","Nvidia Quadro",2017-04-25
"10","Nvidia P162 Video Card Quadro Fx500 128Mb","40.00","Nvidia Quadro",2017-04-25
"11","NVIDIA Graphics Card C2J93AT","443.21","Nvidia Quadro",2017-04-25
"12","HP Quadro NVS 310 Graphic Card - 512 MB A7U59AA","42.00","Nvidia Quadro",2017-04-25
"13","NVIDIA NVS 310 by PNY 512MB DDR3 PCI Express Gen 2 x16 DisplayPort 1.2 and DVI-D SL Mllti-Display Professional...","91.03","Nvidia Quadro",2017-04-25
"14","NVIDIA Graphics Card J3G90AT","899.99","Nvidia Quadro",2017-04-25
"15","PNY NVIDIA VCQ410-PB Quadro 410 512MB Low Profile PCIe GPU Video Card","169.00","Nvidia Quadro",2017-04-25
"16","NVIDIA Quadro K5000 4GB GDDR5 PCI-E 2.0 x16 Video Card With Dispalyport and DVI Outputs","649.99","Nvidia Quadro",2017-04-25
"17","PNY PCI-Express Video Card Graphics Cards VCQK420-2GB-PB","112.74","Nvidia Quadro",2017-04-25
"18","Genuine NVIDIA Quadro 600 PCI-E VIDEO CARD Desktop 1GB NVA-P1033-000","65.99","Nvidia Quadro",2017-04-25
"19","HP 462600-001 HP nVidia Quadro FX 3700 FX3700 PCI-E 512MB, OEM Graphics Video","124.40","Nvidia Quadro",2017-04-25
"20","NVIDIA Quadro FX 580 by PNY 512MB GDDR3 PCI Express Gen 2 x16 DVI-I DL and Dual DisplayPort OpenGL, DirectX, CUDA...",NA,"Nvidia Quadro",2017-04-25
